Name;Named;PoV;AllegianceASOIAF;CultureASOIAF;RaceASOIAF;Source;AllegianceGoT;CultureGoT;AllegianceBoth;CultureBoth
Shella;TRUE;0;;Westerosi;;AWOIAF Wiki;;;;Westerosi
Shella Whent;TRUE;0;House Whent;Rivermen;;AWOIAF Wiki;;;House Whent;Rivermen
Shepherd;TRUE;0;Faith of the Seven, Poor Fellows;Crownlander;;AWOIAF Wiki;;;Faith of the Seven, Poor Fellows;Crownlander
False Shepherd;TRUE;0;Faith of the Seven;Crownlander;;AWOIAF Wiki;;;Faith of the Seven;Crownlander
Shepherd reborn;TRUE;0;Faith of the Seven;Crownlander;;AWOIAF Wiki;;;Faith of the Seven;Crownlander
Sherrit;TRUE;0;;;;AWOIAF Wiki;;;;
Shiera Blackwood;TRUE;0;House Blackwood, House Durrandon;Rivermen;;AWOIAF Wiki;;;House Blackwood, House Durrandon;Rivermen
Shiera Crakehall;TRUE;0;House Crakehall, House Lannister;Westermen;;AWOIAF Wiki;;;House Crakehall, House Lannister;Westermen
Shiera Seastar;TRUE;0;House Targaryen;Crownlander;Valyrian;AWOIAF Wiki;;;House Targaryen;Crownlander
Shierle Swyft;TRUE;0;House Swyft;Westermen;;AWOIAF Wiki;;;House Swyft;Westermen
Shireen Baratheon;TRUE;0;House Baratheon;Crownlander;;AWOIAF Wiki;House Baratheon;Andal;House Baratheon;Crownlander
Shirei Frey;TRUE;0;House Frey;Rivermen;;AWOIAF Wiki;;;House Frey;Rivermen
Shitmouth;TRUE;0;House Clegane;Westermen;;AWOIAF Wiki;;;House Clegane;Westermen
Shorei;TRUE;0;;;;AWOIAF Wiki;;;;
Shortear;TRUE;0;House Lannister;Westermen;;AWOIAF Wiki;;;House Lannister;Westermen
Shrike;TRUE;0;Drowned Men;Ironborn;;AWOIAF Wiki;;;Drowned Men;Ironborn
Shrouded Lord;TRUE;0;Stone Men;;;AWOIAF Wiki;;;Stone Men;
Shyra;TRUE;0;House Stark;Northmen;;AWOIAF Wiki;;;House Stark;Northmen
Shyra Errol;TRUE;0;House Errol;Stormlander;;AWOIAF Wiki;;;House Errol;Stormlander
Sigfry Stonetree;TRUE;0;House Stonetree;Ironborn;;AWOIAF Wiki;;;House Stonetree;Ironborn
Sigfryd Harlaw;TRUE;0;House Harlaw;Ironborn;;AWOIAF Wiki;;;House Harlaw;Ironborn
Sigorn;TRUE;0;House Thenn, House Thenn, House Baratheon;Free Folk;;AWOIAF Wiki;;;House Thenn, House Thenn, House Baratheon;Free Folk
Sigrin;TRUE;0;House Greyjoy;Ironborn;;AWOIAF Wiki;;;House Greyjoy;Ironborn
Ragged Silas;TRUE;0;Faith of the Seven, Poor Fellows;Westerosi;;AWOIAF Wiki;;;Faith of the Seven, Poor Fellows;Westerosi
Silvario Pendaerys;TRUE;0;House Pendaerys;Lyseni;;AWOIAF Wiki;;;House Pendaerys;Lyseni
Silver haired whore in Selhorys;TRUE;0;;Selhorys;;AWOIAF Wiki;;;;Selhorys
Simon Dondarrion;TRUE;0;House Dondarrion;Marcher;;AWOIAF Wiki;;;House Dondarrion;Marcher
Simon Leygood;TRUE;0;House Leygood;Reach;;AWOIAF Wiki;;;House Leygood;Reach
Simon Staunton;TRUE;0;House Staunton;Crownlander;;AWOIAF Wiki;;;House Staunton;Crownlander
Simon Staunton (squire);TRUE;0;House Staunton;Crownlander;;AWOIAF Wiki;;;House Staunton;Crownlander
Simon Strong;TRUE;0;House Strong, Greens;Rivermen;;AWOIAF Wiki;;;House Strong, Greens;Rivermen
Simon Toyne;TRUE;0;House Toyne, Kingswood Brotherhood;Stormlander;;AWOIAF Wiki;;;House Toyne, Kingswood Brotherhood;Stormlander
Skahaz mo Kandaq;TRUE;0;House of Kandaq, House Targaryen, Shavepates, Brazen Beasts;Ghiscari;;AWOIAF Wiki;;;House of Kandaq, House Targaryen, Shavepates, Brazen Beasts;Ghiscari
Skinner;TRUE;0;House Bolton, Bastard's Boys;Northmen;;AWOIAF Wiki;;;House Bolton, Bastard's Boys;Northmen
Skittrick;TRUE;0;House Stark;Northmen;;AWOIAF Wiki;;;House Stark;Northmen
Skyte;TRUE;0;House Greyjoy;Ironborn;;AWOIAF Wiki;;;House Greyjoy;Ironborn
Lord Slate;TRUE;0;House Slate;Northmen;;AWOIAF Wiki;;;House Slate;Northmen
Sloey;TRUE;0;;Braavosi;;AWOIAF Wiki;;;;Braavosi
Sly;TRUE;0;;;;AWOIAF Wiki;;;;
Small Paul;TRUE;0;Night's Watch, Others;;;AWOIAF Wiki;;;Night's Watch, Others;
Smike;TRUE;0;Citadel, House Farman;;;AWOIAF Wiki;;;Citadel, House Farman;
Smiling Knight;TRUE;0;Kingswood Brotherhood;;;AWOIAF Wiki;;;Kingswood Brotherhood;
Snatch;TRUE;0;Second Sons;;;AWOIAF Wiki;;;Second Sons;
Snowylocks;TRUE;0;Three-Eyed Raven;;Children of the forest;AWOIAF Wiki;;;Three-Eyed Raven;
Softfoot;TRUE;0;Night's Watch, Others;;;AWOIAF Wiki;;;Night's Watch, Others;
Sorcerer lord;TRUE;0;;YiTish;;AWOIAF Wiki;;;;YiTish
Soren Shieldbreaker;TRUE;0;Mance Rayder;Free Folk;;AWOIAF Wiki;;;Mance Rayder;Free Folk
Spare Boot;TRUE;0;Night's Watch;;;AWOIAF Wiki;;;Night's Watch;
The Sparr;TRUE;0;House Sparr;Ironborn;;AWOIAF Wiki;;;House Sparr;Ironborn
Spotted Cat;TRUE;0;;Ghiscari;;AWOIAF Wiki;;;;Ghiscari
Spotted Pate;TRUE;0;;;;AWOIAF Wiki;;;;
Spotted Pate of Maidenpool;TRUE;0;Night's Watch;Rivermen;;AWOIAF Wiki;;;Night's Watch;Rivermen
Squint;TRUE;0;House Greyjoy;Ironborn;;AWOIAF Wiki;;;House Greyjoy;Ironborn
Squinter;TRUE;0;Faceless Men;Braavosi;;AWOIAF Wiki;;;Faceless Men;Braavosi
Squire Squishlips;TRUE;0;;;;AWOIAF Wiki;;;;
Squirrel;TRUE;0;Mance Rayder;Free Folk;;AWOIAF Wiki;;;Mance Rayder;Free Folk
Lord Stackhouse;TRUE;0;House Stackhouse;Reach;;AWOIAF Wiki;;;House Stackhouse;Reach
Stafford Lannister;TRUE;0;House Lannister;Westermen;;AWOIAF Wiki;;;House Lannister;Westermen
Stalwart Shield;TRUE;0;Unsullied;;;AWOIAF Wiki;;;Unsullied;
First Ranger Stane;TRUE;0;House Stane, Night's Watch;Skagosi;;AWOIAF Wiki;;;House Stane, Night's Watch;Skagosi
Stannis Baratheon;TRUE;0;;;;AWOIAF Wiki;House Baratheon, House Baratheon;Andal;House Baratheon, House Baratheon;
Stannis Seaworth;TRUE;0;House Seaworth;Stormlander;;AWOIAF Wiki;;;House Seaworth;Stormlander
Stanton Piper;TRUE;0;House Piper, Blacks;Rivermen;;AWOIAF Wiki;;;House Piper, Blacks;Rivermen
Starved man;TRUE;0;Faceless Men;Braavosi;;AWOIAF Wiki;;;Faceless Men;Braavosi
Lady Staunton;TRUE;0;House Staunton, Blacks;Crownlander;;AWOIAF Wiki;;;House Staunton, Blacks;Crownlander
Lord Staunton;TRUE;0;House Staunton, Blacks;Crownlander;;AWOIAF Wiki;;;House Staunton, Blacks;Crownlander
Lord Staunton (father of Cassella);TRUE;0;House Staunton;Crownlander;;AWOIAF Wiki;;;House Staunton;Crownlander
Steelskin;TRUE;0;House of Loraq;Ghiscari;;AWOIAF Wiki;;;House of Loraq;Ghiscari
Steely Pate;TRUE;0;;Reach;;AWOIAF Wiki;;;;Reach
Steffar Stammerer;TRUE;0;House Greyjoy;Ironborn;;AWOIAF Wiki;;;House Greyjoy;Ironborn
Steffarion Sparr;TRUE;0;House Sparr;Ironborn;;AWOIAF Wiki;;;House Sparr;Ironborn
Steffon Baratheon;TRUE;0;House Baratheon;Stormlander;;AWOIAF Wiki;;;House Baratheon;Stormlander
Steffon Connington;TRUE;0;House Connington;Stormlander;;AWOIAF Wiki;;;House Connington;Stormlander
Steffon Darklyn;TRUE;0;House Darklyn, Kingsguard, Queensguard, Blacks;Crownlander;;AWOIAF Wiki;;;House Darklyn, Kingsguard, Queensguard, Blacks;Crownlander
Steffon Fossoway;TRUE;0;House Fossoway;Reach;;AWOIAF Wiki;;;House Fossoway;Reach
Steffon Frey;TRUE;0;House Frey;Rivermen;;AWOIAF Wiki;;;House Frey;Rivermen
Steffon Hollard;TRUE;0;House Hollard;Crownlander;;AWOIAF Wiki;;;House Hollard;Crownlander
Steffon Seaworth;TRUE;0;House Seaworth;;;AWOIAF Wiki;;;House Seaworth;
Steffon Stackspear;TRUE;0;House Stackspear;Westermen;;AWOIAF Wiki;;;House Stackspear;Westermen
Steffon Sunderland;TRUE;0;House Sunderland;Sistermen;;AWOIAF Wiki;;;House Sunderland;Sistermen
Steffon Swyft;TRUE;0;House Swyft;Westermen;;AWOIAF Wiki;;;House Swyft;Westermen
Steffon Varner;TRUE;0;House Varner;;;AWOIAF Wiki;;;House Varner;
Stern face;TRUE;0;Faceless Men;Braavosi;;AWOIAF Wiki;;;Faceless Men;Braavosi
Stevron Frey;TRUE;0;House Frey;Rivermen;;AWOIAF Wiki;House Frey;Andal;House Frey;Rivermen
Stiv;TRUE;0;Night's Watch;;;AWOIAF Wiki;Night's Watch;;Night's Watch;
Lord Stokeworth;TRUE;0;House Stokeworth, Blacks, Greens;Crownlander;;AWOIAF Wiki;;;House Stokeworth, Blacks, Greens;Crownlander
Stone Thumbs;TRUE;0;Mance Rayder;Free Folk;;AWOIAF Wiki;;;Mance Rayder;Free Folk
Stonehand;TRUE;0;;Ironborn;;AWOIAF Wiki;;;;Ironborn
The Stonehouse;TRUE;0;House Stonehouse;Ironborn;;AWOIAF Wiki;;;House Stonehouse;Ironborn
Stonesnake;TRUE;0;Night's Watch;;;AWOIAF Wiki;;;Night's Watch;
Lady Stonetree (wife of Quellon Greyjoy);TRUE;0;House Stonetree, House Greyjoy;Ironborn;;AWOIAF Wiki;;;House Stonetree, House Greyjoy;Ironborn
Lord Stonetree;TRUE;0;House Stonetree;Ironborn;;AWOIAF Wiki;;;House Stonetree;Ironborn
Stormbreaker;TRUE;0;House Baratheon;Stormlander;;AWOIAF Wiki;;;House Baratheon;Stormlander
Stygg;TRUE;0;House Greyjoy;;;AWOIAF Wiki;;;House Greyjoy;
Styr;TRUE;0;House Thenn;Free Folk;;AWOIAF Wiki;Mance Rayder;Thenn;House Thenn;Free Folk
Sky Blue Su;TRUE;0;;;;AWOIAF Wiki;;;;
Sumner Crakehall;TRUE;0;House Crakehall;Westermen;;AWOIAF Wiki;;;House Crakehall;Westermen
Lady Sunderly (wife of Quellon Greyjoy);TRUE;0;House Sunderly, House Greyjoy;Ironborn;;AWOIAF Wiki;;;House Sunderly, House Greyjoy;Ironborn
Lord Sunderly;TRUE;0;House Sunderly;Ironborn;;AWOIAF Wiki;;;House Sunderly;Ironborn
Lord Sunglass;TRUE;0;House Sunglass;Crownlander;;AWOIAF Wiki;;;House Sunglass;Crownlander
Sure Spear;TRUE;0;Unsullied, House Targaryen;;;AWOIAF Wiki;;;Unsullied, House Targaryen;
Surly lad;TRUE;0;House Wylde, Night's Watch;Stormlander;;AWOIAF Wiki;;;House Wylde, Night's Watch;Stormlander
Sunset girl;TRUE;0;;Selhorys;;AWOIAF Wiki;;;;Selhorys
Lord Sweet;TRUE;0;House Sweet, Queen's Men;Westerosi;;AWOIAF Wiki;;;House Sweet, Queen's Men;Westerosi
Sweets;TRUE;0;House of Qaggaz;Ghiscari;Valyrian;AWOIAF Wiki;;;House of Qaggaz;Ghiscari
Lord Swyft;TRUE;0;House Swyft, Greens;Westermen;;AWOIAF Wiki;;;House Swyft, Greens;Westermen
Sybassion;TRUE;0;;Qartheen;;AWOIAF Wiki;;;;Qartheen
Sybell Spicer;TRUE;0;House Spicer, House Westerling;Westermen;;AWOIAF Wiki;;;House Spicer, House Westerling;Westermen
Sybelle Glover;TRUE;0;House Locke, House Glover;Northmen;;AWOIAF Wiki;;;House Locke, House Glover;Northmen
Sylas Flatnose;TRUE;0;;Ironborn;;AWOIAF Wiki;;;;Ironborn
Sylas the Grim;TRUE;0;;Free Folk;;AWOIAF Wiki;;;;Free Folk
Sylas Sourmouth;TRUE;0;House Greyjoy;Ironborn;;AWOIAF Wiki;;;House Greyjoy;Ironborn
Sylva Santagar;TRUE;0;House Santagar, House Estermont;Dornish;;AWOIAF Wiki;;;House Santagar, House Estermont;Dornish
Sylvenna Sand;TRUE;0;House of Kisses, House Targaryen;Dornish;;AWOIAF Wiki;;;House of Kisses, House Targaryen;Dornish
Sylvie Harte;TRUE;0;;;;AWOIAF Wiki;;;;
Sylwa Paege;TRUE;0;House Paege, House Frey;Rivermen;;AWOIAF Wiki;;;House Paege, House Frey;Rivermen
Symeon Star-Eyes;TRUE;0;;First Men;First Men;AWOIAF Wiki;;;;First Men
Symon Hollard;TRUE;0;House Hollard, House Darklyn;Crownlander;;AWOIAF Wiki;;;House Hollard, House Darklyn;Crownlander
Symon Santagar;TRUE;0;House Santagar;Dornish;;AWOIAF Wiki;;;House Santagar;Dornish
Symon Silver Tongue;TRUE;0;;;;AWOIAF Wiki;;;;
Symon Stripeback;TRUE;0;House Targaryen, Free Brothers;;;AWOIAF Wiki;;;House Targaryen, Free Brothers;
Symond Botley;TRUE;0;House Botley;Ironborn;;AWOIAF Wiki;;;House Botley;Ironborn
Symond Crayne;TRUE;0;House Crayne, Kingsguard, Night's Watch;Valemen;;AWOIAF Wiki;;;House Crayne, Kingsguard, Night's Watch;Valemen
Symond Frey;TRUE;0;House Frey;Rivermen;;AWOIAF Wiki;;;House Frey;Rivermen
Symond Staunton;TRUE;0;House Staunton;Crownlander;;AWOIAF Wiki;;;House Staunton;Crownlander
Symond Templeton;TRUE;0;House Templeton, Lords Declarant;Valemen;;AWOIAF Wiki;;;House Templeton, Lords Declarant;Valemen
Syrio Forel;TRUE;0;House Stark;Braavosi;;AWOIAF Wiki;Sealord of Braavos, House Stark;Braavosi;House Stark;Braavosi
Taena of Myr;TRUE;0;House Merryweather;Myrish;;AWOIAF Wiki;;;House Merryweather;Myrish
Tagganaro;TRUE;0;;Braavosi;;AWOIAF Wiki;;;;Braavosi
Tal Toraq;TRUE;0;House Targaryen, Stalwart Shields;Summer Islander;;AWOIAF Wiki;;;House Targaryen, Stalwart Shields;Summer Islander
Talbert Serry;TRUE;0;House Serry;Reach;;AWOIAF Wiki;;;House Serry;Reach
Talea;TRUE;0;;Braavosi;;AWOIAF Wiki;;;;Braavosi
Talla Tarly;TRUE;0;House Tarly;Marcher;;AWOIAF Wiki;House Tarly, House of Bronn;Andal;House Tarly;Marcher
Tallad;TRUE;0;House Baratheon;;;AWOIAF Wiki;;;House Baratheon;
Tanda Stokeworth;TRUE;0;House Stokeworth;Crownlander;;AWOIAF Wiki;;;House Stokeworth;Crownlander
Tanselle;TRUE;0;;Dornish;;AWOIAF Wiki;;;;Dornish
Tansy (innkeep);TRUE;0;Peach;Rivermen;;AWOIAF Wiki;;;Peach;Rivermen
Tansy (orphan);TRUE;0;;;;AWOIAF Wiki;;;;
Tanton Fossoway;TRUE;0;House Fossoway;Reach;;AWOIAF Wiki;;;House Fossoway;Reach
Last Lord Tarbeck;TRUE;0;House Tarbeck;Westermen;;AWOIAF Wiki;;;House Tarbeck;Westermen
Lord Tarbeck (son of Alyn);TRUE;0;House Tarbeck;Westermen;;AWOIAF Wiki;;;House Tarbeck;Westermen
Tarber;TRUE;0;;Crownlander;;AWOIAF Wiki;;;;Crownlander
Targon;TRUE;0;;Valemen;;AWOIAF Wiki;;;;Valemen
Tarle the Thrice-Drowned;TRUE;0;;Ironborn;;AWOIAF Wiki;;;;Ironborn
Tarth triplets;TRUE;0;;;;AWOIAF Wiki;;;;
Tattered Prince;TRUE;0;Windblown, Second Sons, Iron Shields, Maiden's Men;Pentoshi;;AWOIAF Wiki;;;Windblown, Second Sons, Iron Shields, Maiden's Men;Pentoshi
Temmo;TRUE;0;;Dothraki;Dothraki;AWOIAF Wiki;;;;Dothraki
Teora Hunter;TRUE;0;House Hunter, House Arryn;;;AWOIAF Wiki;;;House Hunter, House Arryn;
Teora Kyndall;TRUE;0;House Kyndall, House Lannister;Westermen;;AWOIAF Wiki;;;House Kyndall, House Lannister;Westermen
Teora Toland;TRUE;0;House Toland;Dornish;;AWOIAF Wiki;;;House Toland;Dornish
Ternesio Terys;TRUE;0;;Braavosi;;AWOIAF Wiki;;;;Braavosi
Terrance Lynderly;TRUE;0;House Lynderly;Valemen;;AWOIAF Wiki;;;House Lynderly;Valemen
Terrence Celtigar;TRUE;0;House Celtigar, Night's Watch;Crownlander;Valyrian;AWOIAF Wiki;;;House Celtigar, Night's Watch;Crownlander
Terrence Kenning;TRUE;0;House Kenning;Westermen;;AWOIAF Wiki;;;House Kenning;Westermen
Terrence Toyne;TRUE;0;House Toyne, Kingsguard;Stormlander;;AWOIAF Wiki;;;House Toyne, Kingsguard;Stormlander
Terrio Erastes;TRUE;0;;Braavosi;;AWOIAF Wiki;;;;Braavosi
Terro;TRUE;0;;Braavosi;;AWOIAF Wiki;;;;Braavosi
Tess;TRUE;0;House Greyjoy;Westermen;;AWOIAF Wiki;;;House Greyjoy;Westermen
Tessario;TRUE;0;House Peake;Volantene;;AWOIAF Wiki;;;House Peake;Volantene
Thaddeus Rowan;TRUE;0;House Rowan, Blacks;Reach;;AWOIAF Wiki;;;House Rowan, Blacks;Reach
Theo Bolling;TRUE;0;House Bolling;Stormlander;;AWOIAF Wiki;;;House Bolling;Stormlander
Theo Charlton;TRUE;0;House Charlton;Rivermen;;AWOIAF Wiki;;;House Charlton;Rivermen
Theo Frey;TRUE;0;House Frey;Rivermen;;AWOIAF Wiki;;;House Frey;Rivermen
Theo Teague;TRUE;0;;Rivermen;Andal;AWOIAF Wiki;;;;Rivermen
Theo Tyrell;TRUE;0;House Tyrell;Reach;;AWOIAF Wiki;;;House Tyrell;Reach
Theo Wull;TRUE;0;House Wull;Mountain Clans;;AWOIAF Wiki;;;House Wull;Mountain Clans
Theobald;TRUE;0;Citadel;Westerosi;;AWOIAF Wiki;;;Citadel;Westerosi
Theodan Wells;TRUE;0;House Wells, Warrior's Sons;Northmen, Dornish;;AWOIAF Wiki;;;House Wells, Warrior's Sons;Northmen, Dornish
Theodore Tyrell;TRUE;0;House Tyrell;Reach;;AWOIAF Wiki;;;House Tyrell;Reach
Theomar Smallwood;TRUE;0;House Smallwood;Rivermen;;AWOIAF Wiki;;;House Smallwood;Rivermen
Theomore;TRUE;0;House Lannister, Citadel, House Manderly;Westermen;;AWOIAF Wiki;;;House Lannister, Citadel, House Manderly;Westermen
Theomore Harlaw;TRUE;0;House Harlaw;Ironborn;;AWOIAF Wiki;;;House Harlaw;Ironborn
Theomore Manderly;TRUE;0;House Manderly;Northmen;;AWOIAF Wiki;;;House Manderly;Northmen
Theon Greyjoy;TRUE;14;House Greyjoy;Ironborn;;AWOIAF Wiki;House Greyjoy, House Stark, House Bolton;Ironborn;House Greyjoy;Ironborn
Theon III Greyjoy;TRUE;0;;Ironborn;;AWOIAF Wiki;;;;Ironborn
Theon Stark;TRUE;0;;Northmen;;AWOIAF Wiki;;;;Northmen
Thermund;TRUE;0;;;;AWOIAF Wiki;;;;
Theron Pyke;TRUE;0;Citadel;Ironborn;;AWOIAF Wiki;;;Citadel;Ironborn
Therrond;TRUE;0;;;;AWOIAF Wiki;;;;
Therry;TRUE;0;House Manderly;Northmen;;AWOIAF Wiki;;;House Manderly;Northmen
Thistle;TRUE;0;Mance Rayder, Others;Free Folk;;AWOIAF Wiki;;;Mance Rayder, Others;Free Folk
Thomas the Threadbare;TRUE;0;;;;AWOIAF Wiki;;;;
Thomax;TRUE;0;Citadel;;;AWOIAF Wiki;;;Citadel;
Thoren Smallwood;TRUE;0;House Smallwood, Night's Watch;Rivermen;;AWOIAF Wiki;;;House Smallwood, Night's Watch;Rivermen
Thormor Ironmaker;TRUE;0;House Ironmaker;Ironborn;;AWOIAF Wiki;;;House Ironmaker;Ironborn
Thoron True;TRUE;0;House Velaryon;Westerosi;;AWOIAF Wiki;;;House Velaryon;Westerosi
Thoros of Myr;TRUE;0;Faith of R'hllor, Brotherhood Without Banners;Myrish;;AWOIAF Wiki;Faith of R'hllor, House Baratheon, Brotherhood Without Banners;Myrish;Faith of R'hllor, Brotherhood Without Banners;Myrish
Three Toes;TRUE;0;Brave Companions;;;AWOIAF Wiki;;;Brave Companions;
Three-Tooth;TRUE;0;House Harlaw;Ironborn;;AWOIAF Wiki;;;House Harlaw;Ironborn
Thurgood;TRUE;0;Citadel;;;AWOIAF Wiki;;;Citadel;
Thurgood Fell;TRUE;0;House Fell;Stormlander;;AWOIAF Wiki;;;House Fell;Stormlander
The Tickler;TRUE;0;House Clegane;Westermen;;AWOIAF Wiki;;;House Clegane;Westermen
Tigaro Moraqos;TRUE;0;House Moraqos;Lyseni;;AWOIAF Wiki;;;House Moraqos;Lyseni
Tim Stone;TRUE;0;Night's Watch;Valemen;;AWOIAF Wiki;;;Night's Watch;Valemen
Tim Tangletongue;TRUE;0;Night's Watch;;;AWOIAF Wiki;;;Night's Watch;
Timeon;TRUE;0;Brave Companions;Dornish;;AWOIAF Wiki;;;Brave Companions;Dornish
Timett;TRUE;0;Burned Men;Mountain Clans;;AWOIAF Wiki;Burned Men;Hill Tribes;Burned Men;Mountain Clans
Timett (father);TRUE;0;Burned Men;Mountain Clans;;AWOIAF Wiki;;;Burned Men;Mountain Clans
Timon;TRUE;0;;;;AWOIAF Wiki;;;;
Timoth;TRUE;0;House Martell;;;AWOIAF Wiki;;;House Martell;
Timotty;TRUE;0;Citadel;;;AWOIAF Wiki;;;Citadel;
Timotty Snow;TRUE;0;House Flint, Blacks, Wolf Pack;Northmen;;AWOIAF Wiki;;;House Flint, Blacks, Wolf Pack;Northmen
Tion Frey;TRUE;0;House Frey, House Lannister;Westermen;;AWOIAF Wiki;;;House Frey, House Lannister;Westermen
Tion Lannister;TRUE;0;House Lannister;Westermen;;AWOIAF Wiki;;;House Lannister;Westermen
Tion Tarbeck;TRUE;0;House Tarbeck;Westermen;;AWOIAF Wiki;;;House Tarbeck;Westermen
Titus Peake;TRUE;0;House Peake;Reach;;AWOIAF Wiki;;;House Peake;Reach
Titus Peake (son of Unwin);TRUE;0;House Peake, Greens;Reach;;AWOIAF Wiki;;;House Peake, Greens;Reach
Tobbot;TRUE;0;House Clegane;Westermen;;AWOIAF Wiki;;;House Clegane;Westermen
Tobho Mott;TRUE;0;;Qohorik;;AWOIAF Wiki;;;;Qohorik
Todder;TRUE;0;Night's Watch;;;AWOIAF Wiki;Night's Watch;;Night's Watch;
Todric;TRUE;0;;Ironborn;;AWOIAF Wiki;;;;Ironborn
Toefinger;TRUE;0;Mance Rayder;Free Folk;;AWOIAF Wiki;;;Mance Rayder;Free Folk
Togarion Bar Emmon;TRUE;0;;Andal;;AWOIAF Wiki;;;;Andal
Togg Joth;TRUE;0;Brave Companions;Ibbenese;;AWOIAF Wiki;;;Brave Companions;Ibbenese
Togosh;TRUE;0;;Ghiscari;;AWOIAF Wiki;;;;Ghiscari
Tom of Sevenstreams;TRUE;0;Brotherhood Without Banners;Rivermen;;AWOIAF Wiki;;;Brotherhood Without Banners;Rivermen
Spotted Tom;TRUE;0;Band of Nine;Westerosi;;AWOIAF Wiki;;;Band of Nine;Westerosi
Tom the Strummer;TRUE;0;;;;AWOIAF Wiki;;;;
Tom;TRUE;0;;;;AWOIAF Wiki;;;;
Tom Barleycorn;TRUE;0;Night's Watch;;;AWOIAF Wiki;;;Night's Watch;
Tom Codd;TRUE;0;House Codd;Ironborn;;AWOIAF Wiki;;;House Codd;Ironborn
Tom Costayne;TRUE;0;House Costayne, Kingsguard;Reach;;AWOIAF Wiki;;;House Costayne, Kingsguard;Reach
Tom Flowers;TRUE;0;House Caswell, Blacks;Reach;;AWOIAF Wiki;;;House Caswell, Blacks;Reach
Tom Tanglebeard;TRUE;0;Blacks, Greens;Crownlander;;AWOIAF Wiki;;;Blacks, Greens;Crownlander
Tom Tangletongue;TRUE;0;Blacks, Greens;Crownlander;;AWOIAF Wiki;;;Blacks, Greens;Crownlander
Tom Tidewood;TRUE;0;House Greyjoy;Ironborn;;AWOIAF Wiki;;;House Greyjoy;Ironborn
Tom Turnip;TRUE;0;House Targaryen;Crownlander;;AWOIAF Wiki;;;House Targaryen;Crownlander
Toman;TRUE;0;Citadel, House Toland;Westerosi;;AWOIAF Wiki;;;Citadel, House Toland;Westerosi
Tomard;TRUE;0;House Stark;Northmen;;AWOIAF Wiki;House Stark;Northmen;House Stark;Northmen
Tomarro;TRUE;0;;Braavosi;;AWOIAF Wiki;;;;Braavosi
Tommard Heddle;TRUE;0;House Heddle, House Butterwell, House Blackfyre;Rivermen;;AWOIAF Wiki;;;House Heddle, House Butterwell, House Blackfyre;Rivermen
Tommen Baratheon;TRUE;0;;;;AWOIAF Wiki;House Baratheon, Sparrows;Andal;House Baratheon, Sparrows;
Tommen Costayne;TRUE;0;House Costayne;Reach;;AWOIAF Wiki;;;House Costayne;Reach
Tommen Costayne (knight);TRUE;0;House Costayne;Reach;;AWOIAF Wiki;;;House Costayne;Reach
Tommen I Lannister;TRUE;0;;Andal;;AWOIAF Wiki;;;;Andal
Tommen II Lannister;TRUE;0;;Andal;;AWOIAF Wiki;;;;Andal
Tommen Tully;TRUE;0;House Tully;Rivermen;;AWOIAF Wiki;;;House Tully;Rivermen
Topaz Emperor;TRUE;0;;YiTish;;AWOIAF Wiki;;;;YiTish
Torbert;TRUE;0;Faith of the Seven, Most Devout;;;AWOIAF Wiki;;;Faith of the Seven, Most Devout;
Toregg the Tall;TRUE;0;Mance Rayder;Free Folk;;AWOIAF Wiki;;;Mance Rayder;Free Folk
Torgen Oakheart;TRUE;0;House Oakheart;Reach;;AWOIAF Wiki;;;House Oakheart;Reach
Torghen Flint;TRUE;0;First Flints;Mountain Clans;;AWOIAF Wiki;;;First Flints;Mountain Clans
Torgold Tollett;TRUE;0;House Tollett;Andal;Andal;AWOIAF Wiki;;;House Tollett;Andal
Torgon the Terrible;TRUE;0;;Ironborn;;AWOIAF Wiki;;;;Ironborn
Torgon Greyiron;TRUE;0;;;;AWOIAF Wiki;;;;
Torman Peake;TRUE;0;Golden Company;;;AWOIAF Wiki;;;Golden Company;
Tormo Fregar;TRUE;0;House Fregar;Braavosi;;AWOIAF Wiki;;;House Fregar;Braavosi
Tormund;TRUE;0;Mance Rayder;Free Folk;;AWOIAF Wiki;Mance Rayder, House Stark;Free Folk;Mance Rayder;Free Folk
Toron Greyjoy;TRUE;0;House Greyjoy;Ironborn;;AWOIAF Wiki;;;House Greyjoy;Ironborn
Torrek;TRUE;0;Stone Crows;Mountain Clans;;AWOIAF Wiki;;;Stone Crows;Mountain Clans
Torren Liddle;TRUE;0;House Liddle;Mountain Clans;;AWOIAF Wiki;;;House Liddle;Mountain Clans
Torrence Teague;TRUE;0;;Rivermen;Andal;AWOIAF Wiki;;;;Rivermen
Torreo Haen;TRUE;0;House Haen;Lyseni;;AWOIAF Wiki;;;House Haen;Lyseni
Torrhen Karstark;TRUE;0;House Karstark;Northmen;;AWOIAF Wiki;House Karstark, House Stark;Northmen;House Karstark;Northmen
Torrhen Manderly;TRUE;0;House Manderly, Blacks;Northmen;;AWOIAF Wiki;;;House Manderly, Blacks;Northmen
Torrhen Stark;TRUE;0;;Northmen;First Men;AWOIAF Wiki;;;;Northmen
Torrhen Stark (son of Edric);TRUE;0;House Stark;Northmen;;AWOIAF Wiki;;;House Stark;Northmen
Torwold Browntooth;TRUE;0;;Ironborn;;AWOIAF Wiki;;;;Ironborn
